Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
5,2024-12-27,31.0,3.311,216.996,7.299,1
5,2025-01-03,27.9,3.351,217.309,7.078,0
5,2025-01-10,35.5,3.33,217.135,6.978,0
5,2025-01-17,26.7,3.381,217.342,7.08,0
5,2025-01-24,31.1,3.383,217.038,7.309,0
6,2023-02-03,39.1,3.247,220.706,6.16,0
6,2023-02-10,41.9,3.257,220.612,6.03,1
6,2023-02-17,43.2,3.27,221.015,6.046,0
6,2023-02-24,45.2,3.222,220.809,6.023,0
6,2023-03-03,48.1,3.309,221.197,6.232,0
6,2023-03-10,53.9,3.21,220.844,6.036,0
6,2023-03-17,44.4,3.258,221.026,5.965,0
6,2023-03-24,49.7,3.329,221.31,6.128,0
6,2023-03-31,52.4,3.321,221.852,6.091,0
6,2023-04-07,47.0,3.301,220.743,6.059,0
6,2023-04-14,54.5,3.337,221.919,6.102,0
6,2023-04-21,59.3,3.321,221.066,6.041,0
6,2023-04-28,60.0,3.28,221.362,6.029,0
6,2023-05-05,61.3,3.335,221.304,5.999,0
6,2023-05-12,64.6,3.407,221.84,5.978,0
6,2023-05-19,65.3,3.398,221.749,5.954,0
6,2023-05-26,71.4,3.421,222.003,6.165,0
6,2023-06-02,68.6,3.368,221.669,5.967,0
6,2023-06-09,71.3,3.285,221.743,5.89,0
6,2023-06-16,75.4,3.311,221.436,5.981,0
6,2023-06-23,77.3,3.368,222.471,5.975,0
6,2023-06-30,79.8,3.273,221.48,6.095,0
6,2023-07-07,76.9,3.262,221.904,5.918,0
6,2023-07-14,77.9,3.284,222.334,5.837,0
6,2023-07-21,77.2,3.331,222.163,5.845,0
6,2023-07-28,77.0,3.231,222.049,6.014,0
6,2023-08-04,78.8,3.248,222.318,5.649,0
6,2023-08-11,84.9,3.177,222.265,5.902,0
6,2023-08-18,84.6,3.248,221.502,5.789,0
6,2023-08-25,81.0,3.195,222.409,5.936,0
6,2023-09-01,81.5,3.18,221.762,5.802,0
6,2023-09-08,79.6,3.122,222.555,5.928,1
6,2023-09-15,77.3,3.011,222.032,6.016,0
6,2023-09-22,73.5,3.055,222.836,5.818,0
6,2023-09-29,76.6,3.158,222.653,5.843,0
6,2023-10-06,73.3,3.251,222.857,5.639,0
6,2023-10-13,70.3,3.189,222.976,5.744,0
6,2023-10-20,70.2,3.175,223.437,5.702,0
6,2023-10-27,62.8,3.112,222.569,5.678,0
6,2023-11-03,53.6,3.106,222.876,5.708,0
6,2023-11-10,65.3,3.132,223.203,5.773,0
6,2023-11-17,59.6,3.15,223.276,5.743,0
6,2023-11-24,56.3,3.162,222.829,5.768,1
6,2023-12-01,59.3,3.14,223.091,5.843,0
6,2023-12-08,54.0,3.165,222.301,5.759,0
6,2023-12-15,42.0,3.251,223.116,5.797,0
6,2023-12-22,44.2,3.115,223.194,5.684,0
6,2023-12-29,44.0,3.213,223.996,5.761,1
6,2024-01-05,47.4,3.268,223.659,5.648,0
6,2024-01-12,37.1,3.235,223.509,5.56,0
6,2024-01-19,42.0,3.23,223.766,5.722,0
6,2024-01-26,44.0,3.315,223.354,5.657,0
6,2024-02-02,38.4,3.195,223.461,5.66,0
6,2024-02-09,45.7,3.403,223.937,5.517,1
6,2024-02-16,41.4,3.368,224.275,5.755,0
6,2024-02-23,46.6,3.344,223.301,5.676,0
6,2024-03-01,40.9,3.37,223.581,5.746,0
6,2024-03-08,44.4,3.277,223.817,5.507,0
6,2024-03-15,47.1,3.411,223.633,5.646,0
6,2024-03-22,44.1,3.404,223.971,5.496,0
6,2024-03-29,45.7,3.477,224.153,5.543,0
6,2024-04-05,46.7,3.49,223.368,5.568,0
6,2024-04-12,52.2,3.406,223.783,5.509,0
6,2024-04-19,55.2,3.501,223.832,5.615,0
6,2024-04-26,60.3,3.442,223.756,5.342,0
6,2024-05-03,62.8,3.462,223.354,5.444,0
6,2024-05-10,61.6,3.56,223.605,5.343,0
6,2024-05-17,70.0,3.547,223.942,5.414,0
6,2024-05-24,70.9,3.36,223.657,5.439,0
6,2024-05-31,75.9,3.449,224.296,5.571,0
6,2024-06-07,79.6,3.435,224.311,5.629,0
6,2024-06-14,70.6,3.506,224.06,5.447,0
6,2024-06-21,76.2,3.396,224.121,5.455,0
6,2024-06-28,81.4,3.425,224.487,5.474,0
6,2024-07-05,76.7,3.455,224.761,5.667,0
6,2024-07-12,79.5,3.38,224.796,5.479,0
6,2024-07-19,79.7,3.368,224.778,5.304,0
6,2024-07-26,80.5,3.377,224.964,5.317,0
6,2024-08-02,76.4,3.26,224.338,5.236,0
6,2024-08-09,81.3,3.28,224.555,5.28,0
6,2024-08-16,80.0,3.39,225.014,5.349,0
6,2024-08-23,79.2,3.287,224.964,5.396,0
6,2024-08-30,76.9,3.296,224.306,5.348,0
6,2024-09-06,80.7,3.267,225.511,5.229,1
6,2024-09-13,77.5,3.267,224.986,5.296,0
6,2024-09-20,75.5,3.3,225.479,5.297,0
6,2024-09-27,75.7,3.213,225.345,5.211,0
6,2024-10-04,74.5,3.352,225.129,5.058,0
6,2024-10-11,67.4,3.297,225.382,5.292,0
6,2024-10-18,69.7,3.257,225.631,5.349,0
6,2024-10-25,68.9,3.249,225.587,5.216,0
6,2024-11-01,60.1,3.317,225.43,5.318,0
6,2024-11-08,59.9,3.206,225.419,5.371,0
6,2024-11-15,58.8,3.155,225.401,5.395,0
6,2024-11-22,54.2,3.158,226.084,5.275,0
6,2024-11-29,52.4,3.239,225.89,5.143,1
6,2024-12-06,54.0,3.296,225.689,5.202,0
6,2024-12-13,48.1,3.334,225.406,5.015,0
6,2024-12-20,48.8,3.328,225.86,5.208,0
6,2024-12-27,44.5,3.352,225.752,5.108,1
6,2025-01-03,43.3,3.431,225.295,5.197,0
6,2025-01-10,38.2,3.343,225.736,4.929,0
6,2025-01-17,43.7,3.349,225.286,5.211,0
6,2025-01-24,46.4,3.462,226.073,5.122,0
7,2023-02-03,51.0,3.21,213.557,8.149,0
7,2023-02-10,55.3,3.334,213.667,8.467,1
7,2023-02-17,54.9,3.236,213.639,8.228,0
7,2023-02-24,52.2,3.323,213.987,8.2,0
7,2023-03-03,59.0,3.273,213.727,8.336,0
7,2023-03-10,60.3,3.299,214.098,8.311,0
7,2023-03-17,60.7,3.27,214.373,8.317,0
7,2023-03-24,62.7,3.246,213.528,8.383,0
7,2023-03-31,63.3,3.244,214.137,8.195,0
7,2023-04-07,68.7,3.346,213.936,8.357,0
7,2023-04-14,64.0,3.311,213.866,8.312,0
7,2023-04-21,65.0,3.284,214.222,8.159,0
7,2023-04-28,70.2,3.28,213.821,8.209,0
7,2023-05-05,76.6,3.337,214.572,8.131,0
7,2023-05-12,74.1,3.454,214.188,8.134,0
7,2023-05-19,78.1,3.443,214.615,8.098,0
7,2023-05-26,80.8,3.377,213.929,8.164,0
7,2023-06-02,83.1,3.424,214.637,8.127,0
7,2023-06-09,84.5,3.393,214.149,8.208,0
7,2023-06-16,86.8,3.302,214.088,8.284,0
7,2023-06-23,88.3,3.421,214.271,8.159,0
7,2023-06-30,97.4,3.274,213.906,8.248,0
7,2023-07-07,89.0,3.313,214.349,8.136,0
7,2023-07-14,89.6,3.29,214.71,7.999,0
7,2023-07-21,91.1,3.267,214.196,8.047,0
7,2023-07-28,94.0,3.248,214.594,8.078,0
7,2023-08-04,91.8,3.287,215.156,8.023,0
7,2023-08-11,95.1,3.224,214.885,8.216,0
7,2023-08-18,94.7,3.131,214.961,8.173,0
7,2023-08-25,91.8,3.255,214.668,7.891,0
7,2023-09-01,91.9,3.102,214.853,8.158,0
7,2023-09-08,84.5,3.113,214.665,8.013,1
7,2023-09-15,87.7,3.234,215.311,8.059,0
7,2023-09-22,87.5,3.173,214.816,8.085,0
7,2023-09-29,81.8,3.186,215.481,8.011,0
7,2023-10-06,82.6,3.157,214.317,8.01,0
7,2023-10-13,80.5,3.129,215.437,7.962,0
7,2023-10-20,75.2,3.121,215.295,7.971,0
7,2023-10-27,76.7,3.179,214.999,7.967,0
7,2023-11-03,77.7,3.041,215.429,7.881,0
7,2023-11-10,70.3,3.086,215.374,8.114,0
7,2023-11-17,65.2,3.078,215.084,8.092,0
7,2023-11-24,65.3,3.142,215.404,7.815,1
7,2023-12-01,63.8,3.276,215.993,7.814,0
7,2023-12-08,64.4,3.123,215.092,7.992,0
7,2023-12-15,64.0,3.23,215.534,7.863,0
7,2023-12-22,61.1,3.212,215.607,7.708,0
7,2023-12-29,57.7,3.263,215.416,7.923,1
7,2024-01-05,57.1,3.264,216.087,7.78,0
7,2024-01-12,50.2,3.218,216.142,7.785,0
7,2024-01-19,52.3,3.173,216.451,7.912,0
7,2024-01-26,56.2,3.332,216.148,7.795,0
7,2024-02-02,53.3,3.283,216.815,7.865,0
7,2024-02-09,52.5,3.347,215.772,7.95,1
7,2024-02-16,52.4,3.369,216.445,7.828,0
7,2024-02-23,55.4,3.364,216.158,7.722,0
7,2024-03-01,54.7,3.456,216.192,7.691,0
7,2024-03-08,55.8,3.454,216.478,7.816,0
7,2024-03-15,58.0,3.444,216.132,7.724,0
7,2024-03-22,63.4,3.474,216.08,7.654,0
7,2024-03-29,62.8,3.53,215.85,7.757,0
7,2024-04-05,60.4,3.423,216.366,7.678,0
7,2024-04-12,65.1,3.465,216.364,7.563,0
7,2024-04-19,71.3,3.509,216.828,7.545,0
7,2024-04-26,72.3,3.511,216.316,7.69,0
7,2024-05-03,73.4,3.572,217.252,7.513,0
7,2024-05-10,83.7,3.435,217.019,7.767,0
7,2024-05-17,75.6,3.504,216.743,7.715,0
7,2024-05-24,81.6,3.536,216.848,7.633,0
7,2024-05-31,86.4,3.5,217.095,7.573,0
7,2024-06-07,82.0,3.435,216.739,7.708,0
7,2024-06-14,90.0,3.447,217.404,7.756,0
7,2024-06-21,89.5,3.402,217.498,7.603,0
7,2024-06-28,90.6,3.414,216.808,7.453,0
7,2024-07-05,93.4,3.379,218.043,7.481,0
7,2024-07-12,88.7,3.429,217.634,7.586,0
7,2024-07-19,94.9,3.296,217.022,7.462,0
7,2024-07-26,88.0,3.378,216.602,7.427,0
7,2024-08-02,92.2,3.314,217.444,7.58,0
7,2024-08-09,96.3,3.378,217.717,7.539,0
7,2024-08-16,94.1,3.35,217.468,7.49,0
7,2024-08-23,91.5,3.268,217.602,7.51,0
7,2024-08-30,89.5,3.261,217.162,7.607,0
7,2024-09-06,90.5,3.238,217.818,7.444,1
7,2024-09-13,84.5,3.32,217.464,7.449,0
7,2024-09-20,87.2,3.315,217.681,7.36,0
7,2024-09-27,86.8,3.224,218.291,7.469,0
7,2024-10-04,76.4,3.259,218.358,7.617,0
7,2024-10-11,86.4,3.185,218.099,7.377,0
7,2024-10-18,79.2,3.169,217.682,7.372,0
7,2024-10-25,78.9,3.271,218.008,7.295,0
7,2024-11-01,72.9,3.195,218.236,7.537,0
7,2024-11-08,74.5,3.197,217.203,7.233,0
7,2024-11-15,73.3,3.22,217.85,7.564,0
7,2024-11-22,70.5,3.249,218.037,7.376,0
7,2024-11-29,65.2,3.337,218.302,7.452,1
7,2024-12-06,65.9,3.21,218.452,7.34,0
7,2024-12-13,53.0,3.175,217.97,7.413,0
7,2024-12-20,59.2,3.306,218.91,7.223,0
7,2024-12-27,57.2,3.328,218.154,7.342,1
7,2025-01-03,51.3,3.401,218.221,7.533,0
7,2025-01-10,55.0,3.4,218.459,7.316,0
7,2025-01-17,52.6,3.374,218.62,7.231,0
7,2025-01-24,53.6,3.357,219.265,7.291,0
8,2023-02-03,24.0,3.178,219.79,8.116,0
8,2023-02-10,28.7,3.289,219.969,8.11,1
8,2023-02-17,28.3,3.359,219.681,7.86,0
8,2023-02-24,25.6,3.376,220.123,7.894,0
8,2023-03-03,34.0,3.312,220.517,7.762,0
8,2023-03-10,30.7,3.272,219.385,8.013,0
8,2023-03-17,32.1,3.348,220.735,7.862,0
8,2023-03-24,33.4,3.332,220.373,7.83,0
8,2023-03-31,34.7,3.392,220.24,7.673,0
8,2023-04-07,35.0,3.426,220.297,7.791,0
8,2023-04-14,40.3,3.361,220.447,7.721,0
8,2023-04-21,40.6,3.381,220.247,7.904,0
8,2023-04-28,41.8,3.391,220.654,7.886,0
8,2023-05-05,48.3,3.371,220.126,7.82,0
8,2023-05-12,54.1,3.371,220.16,7.768,0
8,2023-05-19,53.3,3.357,220.622,7.859,0
8,2023-05-26,57.7,3.443,220.825,7.704,0
8,2023-06-02,54.5,3.363,220.441,7.673,0
8,2023-06-09,58.0,3.336,220.425,7.746,0
8,2023-06-16,64.7,3.36,221.418,7.784,0
8,2023-06-23,62.0,3.34,220.804,7.801,0
8,2023-06-30,70.6,3.285,221.034,7.768,0
8,2023-07-07,60.9,3.352,221.207,7.651,0
8,2023-07-14,66.6,3.213,220.499,7.832,0
8,2023-07-21,65.9,3.228,220.996,7.665,0
8,2023-07-28,66.4,3.305,220.628,7.617,0
8,2023-08-04,68.4,3.3,221.398,7.631,0
8,2023-08-11,70.6,3.197,221.625,7.574,0
8,2023-08-18,71.3,3.187,221.731,7.736,0
8,2023-08-25,63.6,3.179,221.411,7.772,0
8,2023-09-01,65.4,3.193,221.454,7.67,0
8,2023-09-08,60.5,3.136,221.347,7.769,1
8,2023-09-15,67.7,3.204,221.413,7.712,0
8,2023-09-22,59.2,3.146,221.129,7.502,0
8,2023-09-29,60.3,3.154,221.633,7.672,0
8,2023-10-06,57.9,3.165,221.464,7.648,0
8,2023-10-13,52.8,3.15,221.727,7.53,0
8,2023-10-20,52.9,3.097,221.419,7.475,0
8,2023-10-27,54.1,3.18,221.788,7.774,0
8,2023-11-03,47.4,3.28,221.608,7.593,0
8,2023-11-10,44.3,3.15,221.977,7.546,0
8,2023-11-17,48.5,3.148,221.858,7.456,0
8,2023-11-24,42.1,3.137,221.644,7.459,1
8,2023-12-01,46.6,3.14,221.44,7.457,0
8,2023-12-08,36.4,3.192,222.093,7.585,0
8,2023-12-15,32.7,3.195,221.714,7.445,0
8,2023-12-22,30.2,3.133,222.346,7.566,0
8,2023-12-29,34.4,3.211,222.31,7.311,1
8,2024-01-05,32.8,3.235,222.315,7.515,0
8,2024-01-12,26.3,3.17,221.963,7.524,0
8,2024-01-19,30.6,3.196,221.932,7.385,0
8,2024-01-26,27.0,3.216,221.85,7.365,0
8,2024-02-02,28.2,3.245,222.292,7.543,0
8,2024-02-09,24.2,3.314,222.684,7.385,1
8,2024-02-16,26.8,3.402,222.335,7.528,0
8,2024-02-23,30.5,3.346,222.621,7.439,0
8,2024-03-01,33.3,3.354,222.539,7.391,0
8,2024-03-08,33.6,3.348,222.882,7.434,0
8,2024-03-15,29.0,3.476,223.297,7.477,0
8,2024-03-22,38.9,3.435,222.178,7.183,0
8,2024-03-29,37.3,3.414,222.452,7.351,0
8,2024-04-05,40.5,3.382,222.642,7.498,0
8,2024-04-12,37.6,3.508,222.681,7.392,0
8,2024-04-19,46.4,3.509,223.149,7.212,0
8,2024-04-26,48.9,3.434,223.005,7.343,0
8,2024-05-03,49.4,3.497,222.724,7.172,0
8,2024-05-10,53.0,3.49,223.372,7.293,0
8,2024-05-17,48.5,3.528,222.966,7.321,0
8,2024-05-24,53.1,3.558,222.864,7.243,0
8,2024-05-31,57.5,3.416,223.276,7.428,0
8,2024-06-07,57.8,3.483,222.402,7.253,0
8,2024-06-14,60.2,3.413,223.601,7.214,0
8,2024-06-21,62.4,3.425,222.752,7.124,0
8,2024-06-28,67.3,3.326,223.147,7.187,0
8,2024-07-05,70.9,3.456,223.26,7.348,0
8,2024-07-12,64.4,3.454,223.069,7.314,0
8,2024-07-19,66.1,3.336,223.462,7.225,0
8,2024-07-26,66.3,3.4,223.402,7.249,0
8,2024-08-02,69.3,3.353,223.494,7.192,0
8,2024-08-09,69.4,3.443,223.959,7.265,0
8,2024-08-16,76.6,3.35,223.872,7.227,0
8,2024-08-23,63.6,3.287,223.625,7.212,0
8,2024-08-30,65.1,3.301,224.153,7.223,0
8,2024-09-06,63.9,3.247,224.217,7.204,1
8,2024-09-13,58.1,3.253,223.976,7.195,0
8,2024-09-20,63.9,3.272,224.152,7.114,0
8,2024-09-27,57.3,3.235,224.032,7.094,0
8,2024-10-04,51.6,3.221,224.094,7.059,0
8,2024-10-11,54.3,3.26,223.803,6.914,0
8,2024-10-18,51.7,3.271,224.683,7.145,0
8,2024-10-25,45.9,3.219,224.304,7.075,0
8,2024-11-01,49.5,3.186,224.296,7.089,0
8,2024-11-08,48.0,3.195,224.223,6.767,0
8,2024-11-15,41.3,3.214,224.071,7.044,0
8,2024-11-22,40.7,3.135,224.491,6.924,0
8,2024-11-29,40.1,3.193,224.486,6.979,1
8,2024-12-06,37.5,3.275,224.45,6.843,0
8,2024-12-13,30.2,3.253,224.574,6.926,0
8,2024-12-20,34.8,3.283,224.337,6.949,0
8,2024-12-27,32.1,3.329,225.24,6.9,1
8,2025-01-03,30.0,3.352,224.72,6.907,0
8,2025-01-10,24.6,3.323,224.455,6.774,0
8,2025-01-17,26.1,3.316,225.002,6.997,0
8,2025-01-24,25.4,3.375,224.319,6.878,0
9,2023-02-03,56.1,3.124,218.09,7.176,0
9,2023-02-10,58.1,3.245,218.502,6.876,1
9,2023-02-17,47.5,3.246,218.457,6.975,0
9,2023-02-24,54.5,3.265,218.898,7.089,0
9,2023-03-03,58.9,3.278,218.63,7.172,0
9,2023-03-10,53.6,3.436,218.827,7.093,0
9,2023-03-17,59.6,3.405,219.002,6.885,0
9,2023-03-24,63.9,3.309,218.847,6.907,0
9,2023-03-31,63.2,3.307,218.894,6.997,0
9,2023-04-07,69.4,3.45,218.928,7.022,0
9,2023-04-14,64.8,3.416,218.866,6.963,0
9,2023-04-21,71.1,3.341,219.003,6.837,0
9,2023-04-28,72.7,3.47,219.281,7.132,0
9,2023-05-05,70.4,3.388,218.831,6.953,0
9,2023-05-12,77.7,3.382,218.741,6.834,0
9,2023-05-19,73.6,3.4,219.834,7.092,0
9,2023-05-26,74.4,3.443,219.545,6.791,0
9,2023-06-02,81.3,3.422,219.48,6.804,0
9,2023-06-09,86.2,3.253,219.298,7.039,0
9,2023-06-16,86.3,3.325,219.681,7.013,0
9,2023-06-23,91.9,3.383,219.789,6.979,0
9,2023-06-30,90.2,3.332,219.443,6.774,0
9,2023-07-07,87.8,3.3,219.637,7.029,0
9,2023-07-14,91.5,3.349,219.938,6.852,0
9,2023-07-21,94.2,3.272,220.061,6.929,0
9,2023-07-28,89.2,3.276,220.209,6.837,0
9,2023-08-04,94.3,3.279,219.453,6.896,0
9,2023-08-11,88.6,3.205,220.137,6.871,0
9,2023-08-18,91.5,3.242,219.846,6.827,0
9,2023-08-25,93.6,3.168,219.927,6.784,0
9,2023-09-01,85.9,3.144,220.435,6.844,0
9,2023-09-08,85.5,3.1,219.981,6.951,1
9,2023-09-15,87.4,3.23,220.17,6.832,0
9,2023-09-22,82.2,3.201,220.014,6.862,0
9,2023-09-29,81.9,3.153,220.27,6.75,0
9,2023-10-06,83.5,3.124,220.02,6.916,0
9,2023-10-13,83.2,3.094,220.435,6.671,0
9,2023-10-20,74.2,3.18,219.803,6.828,0
9,2023-10-27,74.6,3.117,220.487,6.783,0
9,2023-11-03,70.5,3.164,220.448,6.59,0
9,2023-11-10,70.0,3.2,220.967,6.777,0
9,2023-11-17,64.6,3.161,220.77,6.768,0
9,2023-11-24,68.2,3.162,220.543,6.625,1
9,2023-12-01,58.0,3.17,220.67,6.731,0
9,2023-12-08,57.6,3.197,221.281,6.673,0
9,2023-12-15,59.5,3.193,221.324,6.553,0
9,2023-12-22,58.6,3.153,220.6,6.64,0
9,2023-12-29,60.5,3.299,220.949,6.598,1
9,2024-01-05,62.7,3.205,220.693,6.448,0
9,2024-01-12,58.5,3.293,221.64,6.476,0
9,2024-01-19,57.9,3.268,221.206,6.441,0
9,2024-01-26,57.5,3.323,221.003,6.66,0
9,2024-02-02,50.7,3.275,220.925,6.4,0
9,2024-02-09,55.7,3.384,220.904,6.61,1
9,2024-02-16,52.7,3.36,220.976,6.477,0
9,2024-02-23,57.4,3.36,221.821,6.56,0
9,2024-03-01,52.5,3.443,221.454,6.618,0
9,2024-03-08,60.1,3.367,221.276,6.518,0
9,2024-03-15,54.1,3.402,221.765,6.549,0
9,2024-03-22,55.7,3.352,221.914,6.506,0
9,2024-03-29,59.7,3.43,221.021,6.648,0
9,2024-04-05,62.5,3.523,221.53,6.638,0
9,2024-04-12,66.6,3.507,221.78,6.548,0
9,2024-04-19,69.2,3.46,222.189,6.385,0
9,2024-04-26,70.6,3.478,221.785,6.422,0
9,2024-05-03,73.9,3.472,221.24,6.456,0
9,2024-05-10,72.1,3.394,221.806,6.494,0
9,2024-05-17,79.3,3.508,221.235,6.299,0
9,2024-05-24,86.0,3.424,222.048,6.357,0
9,2024-05-31,82.5,3.439,222.083,6.429,0
9,2024-06-07,83.0,3.411,222.045,6.284,0
9,2024-06-14,87.5,3.586,222.419,6.467,0
9,2024-06-21,87.7,3.347,221.668,6.514,0
9,2024-06-28,87.1,3.396,222.065,6.269,0
9,2024-07-05,87.0,3.415,221.897,6.291,0
9,2024-07-12,89.3,3.429,222.145,6.338,0
9,2024-07-19,94.2,3.381,222.181,6.392,0
9,2024-07-26,94.8,3.365,222.339,6.257,0
9,2024-08-02,90.4,3.394,222.498,6.371,0
9,2024-08-09,93.7,3.342,222.623,6.409,0
9,2024-08-16,95.1,3.319,222.881,6.328,0
9,2024-08-23,93.6,3.323,222.589,6.222,0
9,2024-08-30,92.8,3.437,222.452,6.292,0
9,2024-09-06,88.1,3.256,223.078,6.208,1
9,2024-09-13,86.5,3.189,222.437,6.095,0
9,2024-09-20,88.1,3.398,222.604,6.089,0
9,2024-09-27,87.0,3.212,223.154,6.217,0
9,2024-10-04,80.4,3.232,223.042,6.213,0
9,2024-10-11,78.6,3.226,222.483,6.265,0
9,2024-10-18,72.4,3.21,223.142,6.246,0
9,2024-10-25,77.1,3.228,223.315,6.298,0
9,2024-11-01,74.3,3.278,223.24,6.151,0
9,2024-11-08,66.5,3.256,223.228,6.294,0
9,2024-11-15,65.4,3.195,223.252,6.168,0
9,2024-11-22,60.2,3.267,222.609,6.071,0
9,2024-11-29,67.7,3.348,222.85,6.122,1
9,2024-12-06,61.7,3.358,223.117,6.098,0
9,2024-12-13,64.3,3.263,223.531,5.988,0
9,2024-12-20,57.5,3.214,223.048,6.209,0
9,2024-12-27,56.4,3.297,223.19,6.093,1
9,2025-01-03,56.2,3.379,222.677,6.022,0
9,2025-01-10,54.7,3.344,223.635,6.122,0
9,2025-01-17,52.6,3.342,223.491,6.2,0
9,2025-01-24,50.9,3.385,223.669,6.231,0
10,2023-02-03,40.1,3.189,217.019,8.138,0
10,2023-02-10,43.0,3.232,217.239,8.041,1
10,2023-02-17,38.0,3.347,217.165,8.066,0
10,2023-02-24,45.9,3.273,217.441,8.12,0
10,2023-03-03,41.7,3.269,216.903,8.115,0
10,2023-03-10,44.8,3.388,217.394,7.88,0
10,2023-03-17,45.1,3.448,217.678,8.022,0
10,2023-03-24,48.9,3.289,217.062,8.059,0
10,2023-03-31,49.3,3.246,217.173,8.085,0
10,2023-04-07,49.8,3.371,217.204,8.145,0
10,2023-04-14,49.7,3.442,217.103,7.954,0
10,2023-04-21,56.8,3.451,217.762,8.11,0
10,2023-04-28,58.0,3.322,217.571,7.922,0
10,2023-05-05,56.5,3.396,217.431,8.066,0
10,2023-05-12,58.8,3.392,217.671,8.164,0
10,2023-05-19,66.1,3.437,217.641,8.019,0
10,2023-05-26,64.5,3.352,217.839,7.931,0
10,2023-06-02,66.0,3.296,217.266,7.888,0
10,2023-06-09,73.6,3.28,217.608,8.163,0
10,2023-06-16,71.7,3.366,218.261,8.04,0
10,2023-06-23,70.7,3.328,217.632,8.208,0
10,2023-06-30,72.0,3.275,217.856,7.804,0
10,2023-07-07,82.1,3.435,218.075,7.812,0
10,2023-07-14,72.3,3.287,218.173,7.868,0
10,2023-07-21,80.4,3.304,218.415,7.892,0
10,2023-07-28,76.9,3.301,218.372,8.002,0
10,2023-08-04,82.7,3.181,217.988,7.828,0
10,2023-08-11,77.0,3.274,218.573,8.003,0
10,2023-08-18,80.9,3.231,218.878,7.931,0
10,2023-08-25,79.2,3.279,218.603,7.843,0
10,2023-09-01,75.5,3.225,218.989,7.859,0
10,2023-09-08,80.7,3.078,218.651,7.85,1
10,2023-09-15,73.1,3.284,218.698,7.803,0
10,2023-09-22,73.7,3.054,218.54,7.932,0
10,2023-09-29,69.8,3.103,219.211,7.958,0
10,2023-10-06,71.2,3.114,218.796,7.733,0
10,2023-10-13,64.4,3.08,218.733,7.7,0
10,2023-10-20,60.4,3.139,219.038,7.964,0
10,2023-10-27,60.7,3.142,219.112,7.758,0
10,2023-11-03,62.6,3.167,219.166,7.748,0
10,2023-11-10,56.9,3.063,218.876,7.701,0
10,2023-11-17,52.2,3.158,219.527,7.663,0
10,2023-11-24,54.1,3.092,219.126,7.675,1
10,2023-12-01,52.9,3.119,219.571,7.709,0
10,2023-12-08,47.0,3.102,219.394,7.813,0
10,2023-12-15,47.9,3.29,219.797,7.683,0
10,2023-12-22,44.4,3.216,219.167,7.82,0
10,2023-12-29,45.0,3.222,219.674,7.866,1
10,2024-01-05,43.1,3.221,219.971,7.78,0
10,2024-01-12,40.7,3.245,219.627,7.71,0
10,2024-01-19,36.9,3.187,219.352,7.567,0
10,2024-01-26,38.6,3.316,219.617,7.673,0
10,2024-02-02,36.7,3.281,219.894,7.703,0
10,2024-02-09,38.3,3.332,220.428,7.632,1
10,2024-02-16,38.8,3.335,219.846,7.608,0
10,2024-02-23,41.5,3.291,219.579,7.599,0
10,2024-03-01,42.1,3.353,219.865,7.61,0
10,2024-03-08,46.5,3.394,220.088,7.539,0
10,2024-03-15,47.1,3.434,220.278,7.655,0
10,2024-03-22,48.8,3.425,220.141,7.68,0
10,2024-03-29,47.0,3.412,220.172,7.605,0
10,2024-04-05,48.6,3.451,220.14,7.332,0
10,2024-04-12,52.6,3.456,220.17,7.685,0
10,2024-04-19,51.9,3.43,219.484,7.485,0
10,2024-04-26,56.7,3.451,220.65,7.61,0
10,2024-05-03,60.6,3.461,220.676,7.512,0
10,2024-05-10,60.3,3.395,220.286,7.579,0
10,2024-05-17,72.0,3.483,220.238,7.375,0
10,2024-05-24,69.1,3.388,220.683,7.565,0
10,2024-05-31,70.9,3.46,220.737,7.491,0
10,2024-06-07,69.4,3.556,220.512,7.541,0
10,2024-06-14,66.3,3.518,221.109,7.457,0
10,2024-06-21,77.0,3.471,220.525,7.498,0
10,2024-06-28,74.4,3.401,221.106,7.531,0
10,2024-07-05,75.9,3.381,220.624,7.497,0
10,2024-07-12,76.0,3.421,221.092,7.405,0
10,2024-07-19,82.8,3.373,220.854,7.306,0
10,2024-07-26,83.2,3.334,221.073,7.386,0
10,2024-08-02,77.2,3.326,221.433,7.404,0
10,2024-08-09,77.2,3.355,221.024,7.719,0
10,2024-08-16,80.6,3.305,221.544,7.179,0
10,2024-08-23,79.3,3.409,221.133,7.18,0
10,2024-08-30,76.9,3.367,221.331,7.26,0
10,2024-09-06,74.7,3.253,221.376,7.467,1
10,2024-09-13,78.5,3.291,220.918,7.191,0
10,2024-09-20,75.2,3.19,221.3,7.344,0
10,2024-09-27,68.3,3.197,221.39,7.354,0
10,2024-10-04,72.8,3.272,221.49,7.219,0
10,2024-10-11,64.2,3.21,221.641,7.317,0
10,2024-10-18,58.8,3.193,221.929,7.282,0
10,2024-10-25,58.5,3.349,221.609,7.302,0
10,2024-11-01,61.5,3.214,221.45,7.466,0
10,2024-11-08,60.9,3.276,221.891,7.143,0
10,2024-11-15,59.4,3.198,221.853,7.07,0
10,2024-11-22,47.1,3.264,221.575,7.025,0
10,2024-11-29,52.7,3.363,222.285,7.188,1
