Store,Dept,Date,Weekly_Sales,IsHoliday
3,5,2024-10-25,3521.93,0
3,5,2024-11-01,3421.05,0
3,5,2024-11-08,3822.63,0
3,5,2024-11-15,3370.4,0
3,5,2024-11-22,3645.36,0
3,5,2024-11-29,6495.35,1
3,5,2024-12-06,3399.26,0
3,5,2024-12-13,3672.15,0
3,5,2024-12-20,3889.04,0
3,5,2024-12-27,6956.6,1
3,5,2025-01-03,3711.68,0
3,5,2025-01-10,3596.52,0
3,5,2025-01-17,4031.08,0
3,5,2025-01-24,3895.38,0
3,6,2023-02-03,4287.6,0
3,6,2023-02-10,4420.33,1
3,6,2023-02-17,4722.73,0
3,6,2023-02-24,4383.77,0
3,6,2023-03-03,4368.32,0
3,6,2023-03-10,4880.58,0
3,6,2023-03-17,3619.27,0
3,6,2023-03-24,4594.47,0
3,6,2023-03-31,4425.47,0
3,6,2023-04-07,5388.07,0
3,6,2023-04-14,4774.13,0
3,6,2023-04-21,4752.04,0
3,6,2023-04-28,4974.79,0
3,6,2023-05-05,4767.07,0
3,6,2023-05-12,4847.59,0
3,6,2023-05-19,5043.46,0
3,6,2023-05-26,4824.01,0
3,6,2023-06-02,4802.39,0
3,6,2023-06-09,4546.92,0
3,6,2023-06-16,4460.07,0
3,6,2023-06-23,4898.15,0
3,6,2023-06-30,4948.5,0
3,6,2023-07-07,4234.67,0
3,6,2023-07-14,5015.35,0
3,6,2023-07-21,4957.5,0
3,6,2023-07-28,4973.64,0
3,6,2023-08-04,4663.94,0
3,6,2023-08-11,4724.37,0
3,6,2023-08-18,5212.17,0
3,6,2023-08-25,4274.09,0
3,6,2023-09-01,3963.65,0
3,6,2023-09-08,4288.76,1
3,6,2023-09-15,4826.89,0
3,6,2023-09-22,3877.72,0
3,6,2023-09-29,3910.66,0
3,6,2023-10-06,4016.72,0
3,6,2023-10-13,4503.75,0
3,6,2023-10-20,3666.9,0
3,6,2023-10-27,3439.44,0
3,6,2023-11-03,4791.38,0
3,6,2023-11-10,4195.47,0
3,6,2023-11-17,4260.58,0
3,6,2023-11-24,4852.7,1
3,6,2023-12-01,3665.4,0
3,6,2023-12-08,3928.2,0
3,6,2023-12-15,4295.1,0
3,6,2023-12-22,3529.68,0
3,6,2023-12-29,5327.26,1
3,6,2024-01-05,4329.81,0
3,6,2024-01-12,4307.01,0
3,6,2024-01-19,4212.48,0
3,6,2024-01-26,3972.88,0
3,6,2024-02-02,4780.35,0
3,6,2024-02-09,4685.39,1
3,6,2024-02-16,4338.52,0
3,6,2024-02-23,4972.03,0
3,6,2024-03-01,4898.55,0
3,6,2024-03-08,4895.42,0
3,6,2024-03-15,4256.61,0
3,6,2024-03-22,5484.3,0
3,6,2024-03-29,4732.23,0
3,6,2024-04-05,5320.01,0
3,6,2024-04-12,4984.41,0
3,6,2024-04-19,5190.39,0
3,6,2024-04-26,5872.53,0
3,6,2024-05-03,5617.61,0
3,6,2024-05-10,5879.01,0
3,6,2024-05-17,5528.72,0
3,6,2024-05-24,5543.14,0
3,6,2024-05-31,4588.88,0
3,6,2024-06-07,5187.17,0
3,6,2024-06-14,5191.13,0
3,6,2024-06-21,5756.96,0
3,6,2024-06-28,4984.86,0
3,6,2024-07-05,5250.84,0
3,6,2024-07-12,5176.22,0
3,6,2024-07-19,5488.95,0
3,6,2024-07-26,4907.67,0
3,6,2024-08-02,5220.86,0
3,6,2024-08-09,4173.18,0
3,6,2024-08-16,4153.0,0
3,6,2024-08-23,3847.28,0
3,6,2024-08-30,4940.64,0
3,6,2024-09-06,5669.32,1
3,6,2024-09-13,4297.07,0
3,6,2024-09-20,4295.85,0
3,6,2024-09-27,4417.23,0
3,6,2024-10-04,4940.75,0
3,6,2024-10-11,5002.54,0
3,6,2024-10-18,4668.76,0
3,6,2024-10-25,4498.86,0
3,6,2024-11-01,4852.6,0
3,6,2024-11-08,4304.44,0
3,6,2024-11-15,4275.19,0
3,6,2024-11-22,4394.76,0
3,6,2024-11-29,5339.16,1
3,6,2024-12-06,4115.66,0
3,6,2024-12-13,4945.27,0
3,6,2024-12-20,4829.29,0
3,6,2024-12-27,7268.34,1
3,6,2025-01-03,5484.3,0
3,6,2025-01-10,4225.05,0
3,6,2025-01-17,4438.63,0
3,6,2025-01-24,4740.06,0
3,7,2023-02-03,4519.49,0
3,7,2023-02-10,4784.89,1
3,7,2023-02-17,3953.89,0
3,7,2023-02-24,3813.11,0
3,7,2023-03-03,4739.29,0
3,7,2023-03-10,4684.46,0
3,7,2023-03-17,4938.99,0
3,7,2023-03-24,4648.81,0
3,7,2023-03-31,3587.85,0
3,7,2023-04-07,4130.55,0
3,7,2023-04-14,4790.55,0
3,7,2023-04-21,4506.19,0
3,7,2023-04-28,4452.87,0
3,7,2023-05-05,4259.46,0
3,7,2023-05-12,5029.4,0
3,7,2023-05-19,4841.41,0
3,7,2023-05-26,4846.57,0
3,7,2023-06-02,4406.33,0
3,7,2023-06-09,4682.01,0
3,7,2023-06-16,4095.23,0
3,7,2023-06-23,4502.29,0
3,7,2023-06-30,3596.35,0
3,7,2023-07-07,3902.39,0
3,7,2023-07-14,4298.94,0
3,7,2023-07-21,5189.0,0
3,7,2023-07-28,3685.92,0
3,7,2023-08-04,3828.1,0
3,7,2023-08-11,4268.34,0
3,7,2023-08-18,4727.02,0
3,7,2023-08-25,4153.87,0
3,7,2023-09-01,4263.91,0
3,7,2023-09-08,4235.62,1
3,7,2023-09-15,3972.59,0
3,7,2023-09-22,3702.47,0
3,7,2023-09-29,4100.0,0
3,7,2023-10-06,3354.13,0
3,7,2023-10-13,4101.12,0
3,7,2023-10-20,3827.36,0
3,7,2023-10-27,3744.05,0
3,7,2023-11-03,3310.18,0
3,7,2023-11-10,3520.86,0
3,7,2023-11-17,4205.0,0
3,7,2023-11-24,4739.46,1
3,7,2023-12-01,3618.68,0
3,7,2023-12-08,3921.62,0
3,7,2023-12-15,3538.94,0
3,7,2023-12-22,4057.89,0
3,7,2023-12-29,5649.59,1
3,7,2024-01-05,3842.07,0
3,7,2024-01-12,4090.2,0
3,7,2024-01-19,4455.59,0
3,7,2024-01-26,4267.32,0
3,7,2024-02-02,4309.21,0
3,7,2024-02-09,6491.7,1
3,7,2024-02-16,4943.14,0
3,7,2024-02-23,4190.93,0
3,7,2024-03-01,4927.75,0
3,7,2024-03-08,5012.78,0
3,7,2024-03-15,4605.28,0
3,7,2024-03-22,4380.84,0
3,7,2024-03-29,4127.69,0
3,7,2024-04-05,4697.23,0
3,7,2024-04-12,5183.1,0
3,7,2024-04-19,4568.81,0
3,7,2024-04-26,5057.34,0
3,7,2024-05-03,4435.19,0
3,7,2024-05-10,4938.0,0
3,7,2024-05-17,4565.94,0
3,7,2024-05-24,4983.39,0
3,7,2024-05-31,4794.43,0
3,7,2024-06-07,4494.49,0
3,7,2024-06-14,4673.77,0
3,7,2024-06-21,4528.32,0
3,7,2024-06-28,4339.22,0
3,7,2024-07-05,5214.79,0
3,7,2024-07-12,4608.7,0
3,7,2024-07-19,3862.71,0
3,7,2024-07-26,4399.17,0
3,7,2024-08-02,4904.58,0
3,7,2024-08-09,4235.39,0
3,7,2024-08-16,4984.13,0
3,7,2024-08-23,4092.22,0
3,7,2024-08-30,4513.19,0
3,7,2024-09-06,5242.18,1
3,7,2024-09-13,3774.11,0
3,7,2024-09-20,3882.18,0
3,7,2024-09-27,4552.75,0
3,7,2024-10-04,3867.82,0
3,7,2024-10-11,4432.81,0
3,7,2024-10-18,3956.27,0
3,7,2024-10-25,4136.89,0
3,7,2024-11-01,3638.19,0
3,7,2024-11-08,3901.84,0
3,7,2024-11-15,3830.57,0
3,7,2024-11-22,4219.35,0
3,7,2024-11-29,5599.17,1
3,7,2024-12-06,4052.84,0
3,7,2024-12-13,3948.34,0
3,7,2024-12-20,4382.6,0
3,7,2024-12-27,5293.3,1
3,7,2025-01-03,4402.08,0
3,7,2025-01-10,4393.14,0
3,7,2025-01-17,4751.38,0
3,7,2025-01-24,4626.82,0
3,8,2023-02-03,4055.71,0
3,8,2023-02-10,4347.29,1
3,8,2023-02-17,5232.91,0
3,8,2023-02-24,4929.72,0
3,8,2023-03-03,4298.23,0
3,8,2023-03-10,5173.91,0
3,8,2023-03-17,4865.58,0
3,8,2023-03-24,4789.2,0
3,8,2023-03-31,4723.18,0
3,8,2023-04-07,5662.0,0
3,8,2023-04-14,4448.6,0
3,8,2023-04-21,4951.32,0
3,8,2023-04-28,5378.36,0
3,8,2023-05-05,6013.36,0
3,8,2023-05-12,5579.6,0
3,8,2023-05-19,4976.92,0
3,8,2023-05-26,5976.97,0
3,8,2023-06-02,4729.61,0
3,8,2023-06-09,5388.46,0
3,8,2023-06-16,5445.71,0
3,8,2023-06-23,4832.97,0
3,8,2023-06-30,5439.55,0
3,8,2023-07-07,4889.97,0
3,8,2023-07-14,5323.56,0
3,8,2023-07-21,4250.0,0
3,8,2023-07-28,5053.35,0
3,8,2023-08-04,4698.14,0
3,8,2023-08-11,5235.97,0
3,8,2023-08-18,4715.76,0
3,8,2023-08-25,5138.61,0
3,8,2023-09-01,4801.23,0
3,8,2023-09-08,4793.06,1
3,8,2023-09-15,4796.97,0
3,8,2023-09-22,4635.24,0
3,8,2023-09-29,3616.86,0
3,8,2023-10-06,4052.76,0
3,8,2023-10-13,4859.96,0
3,8,2023-10-20,3922.3,0
3,8,2023-10-27,4661.06,0
3,8,2023-11-03,4601.71,0
3,8,2023-11-10,4112.57,0
3,8,2023-11-17,3685.24,0
3,8,2023-11-24,5879.33,1
3,8,2023-12-01,4141.42,0
3,8,2023-12-08,4206.85,0
3,8,2023-12-15,4180.64,0
3,8,2023-12-22,5047.95,0
3,8,2023-12-29,5319.37,1
3,8,2024-01-05,5268.28,0
3,8,2024-01-12,5028.84,0
3,8,2024-01-19,4523.23,0
3,8,2024-01-26,4475.25,0
3,8,2024-02-02,5507.71,0
3,8,2024-02-09,5127.57,1
3,8,2024-02-16,4555.47,0
3,8,2024-02-23,4524.33,0
3,8,2024-03-01,4873.6,0
3,8,2024-03-08,4884.13,0
3,8,2024-03-15,4589.03,0
3,8,2024-03-22,5059.03,0
3,8,2024-03-29,5188.37,0
3,8,2024-04-05,5437.11,0
3,8,2024-04-12,6454.09,0
3,8,2024-04-19,5592.13,0
3,8,2024-04-26,5658.45,0
3,8,2024-05-03,5981.84,0
3,8,2024-05-10,5641.85,0
3,8,2024-05-17,5929.37,0
3,8,2024-05-24,5859.72,0
3,8,2024-05-31,5764.15,0
3,8,2024-06-07,6933.66,0
3,8,2024-06-14,6049.67,0
3,8,2024-06-21,5109.2,0
3,8,2024-06-28,5705.74,0
3,8,2024-07-05,5137.29,0
3,8,2024-07-12,5616.96,0
3,8,2024-07-19,4769.07,0
3,8,2024-07-26,4822.52,0
3,8,2024-08-02,5366.73,0
3,8,2024-08-09,5565.79,0
3,8,2024-08-16,5291.21,0
3,8,2024-08-23,5364.0,0
3,8,2024-08-30,5106.53,0
3,8,2024-09-06,5912.59,1
3,8,2024-09-13,5161.34,0
3,8,2024-09-20,5192.02,0
3,8,2024-09-27,4733.76,0
3,8,2024-10-04,4680.29,0
3,8,2024-10-11,5297.54,0
3,8,2024-10-18,4674.99,0
3,8,2024-10-25,4703.29,0
3,8,2024-11-01,4857.67,0
3,8,2024-11-08,4650.66,0
3,8,2024-11-15,4398.5,0
3,8,2024-11-22,4879.85,0
3,8,2024-11-29,5884.94,1
3,8,2024-12-06,5125.09,0
3,8,2024-12-13,4642.94,0
3,8,2024-12-20,5224.45,0
3,8,2024-12-27,6637.3,1
3,8,2025-01-03,4864.43,0
3,8,2025-01-10,5233.05,0
3,8,2025-01-17,5195.03,0
3,8,2025-01-24,5345.19,0
3,9,2023-02-03,2443.96,0
3,9,2023-02-10,2795.39,1
3,9,2023-02-17,2804.62,0
3,9,2023-02-24,3037.69,0
3,9,2023-03-03,2791.32,0
3,9,2023-03-10,2737.33,0
3,9,2023-03-17,3045.99,0
3,9,2023-03-24,2712.53,0
3,9,2023-03-31,3178.51,0
3,9,2023-04-07,3204.44,0
3,9,2023-04-14,3267.87,0
3,9,2023-04-21,3075.07,0
3,9,2023-04-28,2879.9,0
3,9,2023-05-05,3029.52,0
3,9,2023-05-12,3096.74,0
3,9,2023-05-19,2868.19,0
3,9,2023-05-26,3315.02,0
3,9,2023-06-02,3122.36,0
3,9,2023-06-09,2756.16,0
3,9,2023-06-16,3392.25,0
3,9,2023-06-23,2947.49,0
3,9,2023-06-30,2644.36,0
3,9,2023-07-07,2678.01,0
3,9,2023-07-14,3174.38,0
3,9,2023-07-21,3212.42,0
3,9,2023-07-28,2991.89,0
3,9,2023-08-04,3021.23,0
3,9,2023-08-11,2959.67,0
3,9,2023-08-18,2780.58,0
3,9,2023-08-25,2697.02,0
3,9,2023-09-01,2707.39,0
3,9,2023-09-08,3036.4,1
3,9,2023-09-15,2685.69,0
3,9,2023-09-22,2805.65,0
3,9,2023-09-29,2450.23,0
3,9,2023-10-06,2412.16,0
3,9,2023-10-13,2555.03,0
3,9,2023-10-20,2325.26,0
3,9,2023-10-27,2190.97,0
3,9,2023-11-03,2674.95,0
3,9,2023-11-10,2367.31,0
3,9,2023-11-17,2470.32,0
3,9,2023-11-24,3057.71,1
3,9,2023-12-01,2673.17,0
3,9,2023-12-08,2478.25,0
3,9,2023-12-15,2314.34,0
3,9,2023-12-22,2516.14,0
3,9,2023-12-29,3590.38,1
3,9,2024-01-05,2685.59,0
3,9,2024-01-12,2749.18,0
3,9,2024-01-19,2913.0,0
3,9,2024-01-26,2781.13,0
3,9,2024-02-02,2937.45,0
3,9,2024-02-09,2652.97,1
3,9,2024-02-16,3522.51,0
3,9,2024-02-23,2900.96,0
3,9,2024-03-01,3059.19,0
3,9,2024-03-08,3187.94,0
3,9,2024-03-15,2985.12,0
3,9,2024-03-22,3122.11,0
3,9,2024-03-29,3148.98,0
3,9,2024-04-05,2943.7,0
3,9,2024-04-12,3309.58,0
3,9,2024-04-19,2790.12,0
3,9,2024-04-26,3678.48,0
3,9,2024-05-03,3438.16,0
3,9,2024-05-10,3400.36,0
3,9,2024-05-17,2782.81,0
3,9,2024-05-24,3019.33,0
3,9,2024-05-31,3567.72,0
3,9,2024-06-07,4253.96,0
3,9,2024-06-14,3474.89,0
3,9,2024-06-21,3407.18,0
3,9,2024-06-28,3248.07,0
3,9,2024-07-05,2875.96,0
3,9,2024-07-12,3293.51,0
3,9,2024-07-19,2748.67,0
3,9,2024-07-26,2688.19,0
3,9,2024-08-02,2638.63,0
3,9,2024-08-09,3125.67,0
3,9,2024-08-16,2848.11,0
3,9,2024-08-23,2847.06,0
3,9,2024-08-30,2785.58,0
3,9,2024-09-06,2647.88,1
3,9,2024-09-13,2590.66,0
3,9,2024-09-20,2395.75,0
3,9,2024-09-27,2568.3,0
3,9,2024-10-04,2427.63,0
3,9,2024-10-11,2765.5,0
3,9,2024-10-18,2773.27,0
3,9,2024-10-25,2357.53,0
3,9,2024-11-01,2568.11,0
3,9,2024-11-08,3028.13,0
3,9,2024-11-15,2440.17,0
3,9,2024-11-22,2755.29,0
3,9,2024-11-29,3444.08,1
3,9,2024-12-06,2775.91,0
3,9,2024-12-13,2647.67,0
3,9,2024-12-20,2791.63,0
3,9,2024-12-27,3529.63,1
3,9,2025-01-03,2554.67,0
3,9,2025-01-10,3188.2,0
3,9,2025-01-17,3196.85,0
3,9,2025-01-24,2742.67,0
3,10,2023-02-03,3137.37,0
3,10,2023-02-10,3207.29,1
3,10,2023-02-17,3010.06,0
3,10,2023-02-24,2863.81,0
3,10,2023-03-03,3231.18,0
3,10,2023-03-10,3360.97,0
3,10,2023-03-17,3098.01,0
3,10,2023-03-24,3590.37,0
3,10,2023-03-31,3907.12,0
3,10,2023-04-07,3847.12,0
3,10,2023-04-14,3592.26,0
3,10,2023-04-21,3111.31,0
3,10,2023-04-28,3872.12,0
3,10,2023-05-05,3713.68,0
3,10,2023-05-12,3797.92,0
3,10,2023-05-19,4238.47,0
3,10,2023-05-26,3419.63,0
3,10,2023-06-02,2808.23,0
3,10,2023-06-09,3321.84,0
3,10,2023-06-16,3743.42,0
3,10,2023-06-23,3582.34,0
3,10,2023-06-30,3197.55,0
3,10,2023-07-07,3107.79,0
3,10,2023-07-14,3368.78,0
3,10,2023-07-21,3084.55,0
3,10,2023-07-28,3524.43,0
3,10,2023-08-04,3230.15,0
3,10,2023-08-11,3131.14,0
3,10,2023-08-18,3056.17,0
3,10,2023-08-25,3279.42,0
3,10,2023-09-01,3182.85,0
3,10,2023-09-08,3652.12,1
3,10,2023-09-15,3083.02,0
3,10,2023-09-22,2817.0,0
3,10,2023-09-29,2867.07,0
3,10,2023-10-06,2928.5,0
3,10,2023-10-13,3505.12,0
3,10,2023-10-20,2674.3,0
3,10,2023-10-27,2892.85,0
3,10,2023-11-03,3017.98,0
3,10,2023-11-10,2928.83,0
3,10,2023-11-17,3273.85,0
3,10,2023-11-24,5216.44,1
3,10,2023-12-01,3257.77,0
3,10,2023-12-08,3535.84,0
3,10,2023-12-15,3475.17,0
3,10,2023-12-22,3128.49,0
3,10,2023-12-29,5036.76,1
3,10,2024-01-05,3292.26,0
3,10,2024-01-12,3080.17,0
3,10,2024-01-19,3608.07,0
3,10,2024-01-26,3466.96,0
3,10,2024-02-02,3453.03,0
3,10,2024-02-09,3162.48,1
3,10,2024-02-16,3592.72,0
3,10,2024-02-23,3078.52,0
3,10,2024-03-01,3507.89,0
3,10,2024-03-08,3559.53,0
3,10,2024-03-15,3859.07,0
3,10,2024-03-22,4387.03,0
3,10,2024-03-29,4026.24,0
3,10,2024-04-05,4331.47,0
3,10,2024-04-12,4109.64,0
3,10,2024-04-19,4282.03,0
3,10,2024-04-26,4528.86,0
3,10,2024-05-03,3720.18,0
3,10,2024-05-10,3701.71,0
3,10,2024-05-17,4161.33,0
3,10,2024-05-24,3938.94,0
3,10,2024-05-31,3993.55,0
3,10,2024-06-07,3825.43,0
3,10,2024-06-14,3691.67,0
3,10,2024-06-21,4343.93,0
3,10,2024-06-28,3474.63,0
3,10,2024-07-05,3977.78,0
3,10,2024-07-12,3884.92,0
3,10,2024-07-19,3218.66,0
3,10,2024-07-26,3396.1,0
3,10,2024-08-02,3400.47,0
3,10,2024-08-09,3703.7,0
3,10,2024-08-16,3394.4,0
3,10,2024-08-23,3428.25,0
3,10,2024-08-30,3011.29,0
3,10,2024-09-06,4281.49,1
3,10,2024-09-13,3464.73,0
3,10,2024-09-20,3156.34,0
3,10,2024-09-27,3100.2,0
3,10,2024-10-04,3745.08,0
3,10,2024-10-11,2735.35,0
3,10,2024-10-18,3291.08,0
3,10,2024-10-25,2902.54,0
3,10,2024-11-01,3110.93,0
3,10,2024-11-08,3058.04,0
3,10,2024-11-15,2981.08,0
3,10,2024-11-22,3265.67,0
3,10,2024-11-29,5333.12,1
3,10,2024-12-06,3290.5,0
3,10,2024-12-13,2987.22,0
3,10,2024-12-20,3804.71,0
3,10,2024-12-27,6672.23,1
3,10,2025-01-03,3325.37,0
3,10,2025-01-10,3521.1,0
3,10,2025-01-17,3976.88,0
3,10,2025-01-24,4381.35,0
4,1,2023-02-03,58830.51,0
4,1,2023-02-10,70118.9,1
4,1,2023-02-17,58424.99,0
4,1,2023-02-24,65445.44,0
4,1,2023-03-03,62704.55,0
4,1,2023-03-10,60436.35,0
4,1,2023-03-17,62171.05,0
4,1,2023-03-24,52231.79,0
4,1,2023-03-31,63176.38,0
4,1,2023-04-07,54559.53,0
4,1,2023-04-14,54525.28,0
4,1,2023-04-21,63982.47,0
4,1,2023-04-28,57613.5,0
4,1,2023-05-05,63357.45,0
4,1,2023-05-12,64139.76,0
4,1,2023-05-19,64310.29,0
4,1,2023-05-26,58656.61,0
4,1,2023-06-02,67512.25,0
4,1,2023-06-09,62201.48,0
4,1,2023-06-16,64425.77,0
4,1,2023-06-23,55825.79,0
4,1,2023-06-30,60298.71,0
4,1,2023-07-07,65864.36,0
4,1,2023-07-14,64525.51,0
4,1,2023-07-21,55395.19,0
4,1,2023-07-28,55883.54,0
4,1,2023-08-04,53121.47,0
4,1,2023-08-11,53942.03,0
4,1,2023-08-18,49900.19,0
4,1,2023-08-25,54855.43,0
4,1,2023-09-01,57556.42,0
4,1,2023-09-08,57116.11,1
4,1,2023-09-15,52609.02,0
4,1,2023-09-22,57509.83,0
4,1,2023-09-29,50014.68,0
4,1,2023-10-06,49821.41,0
4,1,2023-10-13,48434.93,0
4,1,2023-10-20,47061.05,0
4,1,2023-10-27,53881.06,0
4,1,2023-11-03,51155.63,0
4,1,2023-11-10,52066.68,0
4,1,2023-11-17,57375.98,0
4,1,2023-11-24,76825.49,1
4,1,2023-12-01,55557.58,0
4,1,2023-12-08,54301.04,0
4,1,2023-12-15,51950.93,0
4,1,2023-12-22,56058.85,0
4,1,2023-12-29,55919.73,1
4,1,2024-01-05,58512.15,0
4,1,2024-01-12,53113.59,0
4,1,2024-01-19,55253.86,0
4,1,2024-01-26,50876.03,0
4,1,2024-02-02,58346.0,0
4,1,2024-02-09,75927.64,1
4,1,2024-02-16,65575.54,0
4,1,2024-02-23,69056.38,0
4,1,2024-03-01,63399.42,0
4,1,2024-03-08,62799.72,0
4,1,2024-03-15,67418.31,0
4,1,2024-03-22,65756.78,0
4,1,2024-03-29,60735.34,0
4,1,2024-04-05,63537.3,0
4,1,2024-04-12,65890.1,0
4,1,2024-04-19,69192.28,0
4,1,2024-04-26,68148.0,0
4,1,2024-05-03,69392.16,0
4,1,2024-05-10,59953.88,0
4,1,2024-05-17,71847.48,0
4,1,2024-05-24,68064.96,0
4,1,2024-05-31,81615.34,0
4,1,2024-06-07,65316.51,0
4,1,2024-06-14,68681.78,0
4,1,2024-06-21,81440.83,0
4,1,2024-06-28,66818.71,0
4,1,2024-07-05,64768.77,0
4,1,2024-07-12,59308.8,0
4,1,2024-07-19,71402.78,0
4,1,2024-07-26,57001.14,0
4,1,2024-08-02,64133.46,0
4,1,2024-08-09,58881.01,0
4,1,2024-08-16,59480.49,0
4,1,2024-08-23,52823.78,0
4,1,2024-08-30,65196.29,0
4,1,2024-09-06,65681.04,1
4,1,2024-09-13,63305.91,0
4,1,2024-09-20,54676.96,0
4,1,2024-09-27,58002.62,0
4,1,2024-10-04,59870.92,0
4,1,2024-10-11,57911.57,0
4,1,2024-10-18,45827.95,0
4,1,2024-10-25,58595.05,0
4,1,2024-11-01,55078.48,0
4,1,2024-11-08,54189.04,0
4,1,2024-11-15,55404.86,0
4,1,2024-11-22,48995.49,0
4,1,2024-11-29,71129.06,1
4,1,2024-12-06,55932.04,0
4,1,2024-12-13,58608.01,0
4,1,2024-12-20,63648.86,0
4,1,2024-12-27,75215.54,1
4,1,2025-01-03,64852.61,0
4,1,2025-01-10,59106.75,0
4,1,2025-01-17,56659.9,0
4,1,2025-01-24,55872.89,0
4,2,2023-02-03,35296.02,0
4,2,2023-02-10,33027.11,1
4,2,2023-02-17,39063.63,0
4,2,2023-02-24,34210.39,0
4,2,2023-03-03,34046.62,0
4,2,2023-03-10,37871.44,0
4,2,2023-03-17,35564.3,0
4,2,2023-03-24,38069.2,0
4,2,2023-03-31,41441.99,0
4,2,2023-04-07,39094.72,0
4,2,2023-04-14,39374.71,0
4,2,2023-04-21,39849.79,0
4,2,2023-04-28,34025.36,0
4,2,2023-05-05,40681.34,0
4,2,2023-05-12,39977.07,0
4,2,2023-05-19,42254.88,0
4,2,2023-05-26,41249.88,0
4,2,2023-06-02,38556.92,0
4,2,2023-06-09,42200.96,0
4,2,2023-06-16,37814.37,0
4,2,2023-06-23,39172.24,0
4,2,2023-06-30,37114.76,0
4,2,2023-07-07,39066.76,0
4,2,2023-07-14,36135.33,0
4,2,2023-07-21,41668.95,0
4,2,2023-07-28,42226.77,0
4,2,2023-08-04,38401.66,0
4,2,2023-08-11,39792.09,0
4,2,2023-08-18,30657.02,0
4,2,2023-08-25,30589.21,0
4,2,2023-09-01,33209.5,0
4,2,2023-09-08,36358.76,1
4,2,2023-09-15,28944.73,0
4,2,2023-09-22,36038.57,0
4,2,2023-09-29,38360.24,0
4,2,2023-10-06,35825.43,0
4,2,2023-10-13,35132.28,0
4,2,2023-10-20,32796.66,0
4,2,2023-10-27,29995.17,0
4,2,2023-11-03,32364.68,0
4,2,2023-11-10,37688.98,0
4,2,2023-11-17,31484.77,0
4,2,2023-11-24,65039.89,1
4,2,2023-12-01,35951.76,0
4,2,2023-12-08,30936.98,0
4,2,2023-12-15,32862.34,0
4,2,2023-12-22,32625.24,0
4,2,2023-12-29,58300.43,1
4,2,2024-01-05,32717.91,0
4,2,2024-01-12,38601.21,0
4,2,2024-01-19,36362.73,0
4,2,2024-01-26,43470.15,0
4,2,2024-02-02,38189.36,0
4,2,2024-02-09,37537.4,1
4,2,2024-02-16,40181.8,0
4,2,2024-02-23,37934.69,0
4,2,2024-03-01,33856.97,0
4,2,2024-03-08,39284.07,0
4,2,2024-03-15,39707.3,0
4,2,2024-03-22,35759.5,0
4,2,2024-03-29,41130.96,0
4,2,2024-04-05,34814.38,0
4,2,2024-04-12,40826.11,0
4,2,2024-04-19,43037.47,0
4,2,2024-04-26,42700.34,0
4,2,2024-05-03,41066.3,0
4,2,2024-05-10,42196.81,0
4,2,2024-05-17,39783.78,0
4,2,2024-05-24,42376.6,0
4,2,2024-05-31,42366.85,0
4,2,2024-06-07,38921.37,0
4,2,2024-06-14,42549.51,0
4,2,2024-06-21,42185.94,0
4,2,2024-06-28,40396.01,0
4,2,2024-07-05,48367.82,0
4,2,2024-07-12,39615.67,0
4,2,2024-07-19,38703.93,0
4,2,2024-07-26,37771.35,0
4,2,2024-08-02,35589.53,0
4,2,2024-08-09,40169.2,0
4,2,2024-08-16,35516.2,0
4,2,2024-08-23,35408.25,0
4,2,2024-08-30,35053.33,0
4,2,2024-09-06,39942.38,1
4,2,2024-09-13,34476.45,0
4,2,2024-09-20,37927.84,0
4,2,2024-09-27,35703.51,0
4,2,2024-10-04,39261.11,0
4,2,2024-10-11,36802.98,0
4,2,2024-10-18,36044.59,0
4,2,2024-10-25,39739.66,0
4,2,2024-11-01,34280.64,0
4,2,2024-11-08,34803.88,0
4,2,2024-11-15,34745.71,0
4,2,2024-11-22,39315.09,0
4,2,2024-11-29,72523.18,1
4,2,2024-12-06,37291.09,0
4,2,2024-12-13,33665.02,0
4,2,2024-12-20,38026.58,0
4,2,2024-12-27,72942.98,1
4,2,2025-01-03,39209.26,0
4,2,2025-01-10,33552.78,0
4,2,2025-01-17,39190.9,0
4,2,2025-01-24,37850.2,0
4,3,2023-02-03,33357.62,0
4,3,2023-02-10,27920.17,1
4,3,2023-02-17,26669.55,0
4,3,2023-02-24,25290.58,0
4,3,2023-03-03,31838.68,0
4,3,2023-03-10,28392.23,0
4,3,2023-03-17,27694.3,0
4,3,2023-03-24,30695.26,0
4,3,2023-03-31,31749.65,0
4,3,2023-04-07,31975.27,0
4,3,2023-04-14,30689.17,0
4,3,2023-04-21,31197.29,0
4,3,2023-04-28,31496.63,0
4,3,2023-05-05,31826.45,0
4,3,2023-05-12,32067.93,0
4,3,2023-05-19,33699.9,0
4,3,2023-05-26,31051.97,0
4,3,2023-06-02,28780.1,0
4,3,2023-06-09,30274.71,0
4,3,2023-06-16,32258.13,0
4,3,2023-06-23,25867.83,0
4,3,2023-06-30,25645.6,0
4,3,2023-07-07,31776.41,0
4,3,2023-07-14,32833.72,0
4,3,2023-07-21,25999.27,0
4,3,2023-07-28,28797.26,0
4,3,2023-08-04,27299.65,0
4,3,2023-08-11,27252.49,0
4,3,2023-08-18,28141.71,0
4,3,2023-08-25,24313.17,0
4,3,2023-09-01,24409.86,0
4,3,2023-09-08,27657.04,1
4,3,2023-09-15,23823.45,0
4,3,2023-09-22,27565.28,0
